p1_normal (avF);p1_physical (avF);p2_normal (avF);p2_phyical (avF);p3_normal (avL);p3_physical (avL);p4_normal (III);p4_physical (III);p5_normal (avF);p5_physical (avF);p6_normal (avF);p6_physical (avF);p7_normal (avF);p7_physical (avF);p8_normal (avF);p8_physical (avF);p9_normal (avF);p9_physical (avF);p10_normal (I);p10_physical (I);p11_normal (avF);p11_physical (avF);p12_normal (avF);p12_physical (avF);p13_normal (avF);p13_physical (avF);p14_normal (avF);p14_physical (avF);p15_normal (avF);p15_physical (avF)
64.7059;72.9685;78.0031;76.6208;58.6118;60.6061;87.0871;105.3719;78.1172;90.7195;62.6243;92.3567;73.1351;87.2618;98.0592;98.1013;53.1804;57.2034;82.6709;90.045;64.1711;70.4376;54.4872;58.8235;65.9686;65.9686;64.5161;95.8763;78.274;71.9125
