name,technique,pulse_rate,error,selected_component
vlad,shibbs,60.55045871559633,0.0015117794164771993,4
vlad,jade,66.47398843930635,0.0030407144561436536,3
vlad,pca,62.56206554121152,4.832113635534489e-05,1
geesara,jade,65.21739130434783,0.0201289214479837,4
geesara,pca,72.67441860465115,0.0019147319281666163,4
geesara,fica,55.32786885245902,0.07398493874327114,1
geesara,shibbs,62.874251497005986,0.02982778285385208,5
vlad,fica,68.6184812442818,0.007953472283282,5
