1.917262594034865320e-01,0.000000000000000000e+00
1.978358770813098133e-01,5.000000000000000000e+00
2.062976771316426816e-01,1.000000000000000000e+01
2.170808227027331283e-01,1.500000000000000000e+01
2.301342867289856153e-01,2.000000000000000000e+01
2.426382713495048860e-01,2.500000000000000000e+01
2.470195881664285775e-01,3.000000000000000000e+01
2.471049427236312601e-01,3.500000000000000000e+01
2.447902618269845176e-01,4.000000000000000000e+01
2.399760990472023792e-01,4.500000000000000000e+01
2.313841255723455836e-01,5.000000000000000000e+01
2.212532307506843154e-01,5.500000000000000000e+01
2.146684209180023117e-01,6.000000000000000000e+01
2.100230980030900474e-01,6.500000000000000000e+01
2.074005061924639737e-01,7.000000000000000000e+01
2.068060700078643288e-01,7.500000000000000000e+01
2.081695154974952944e-01,8.000000000000000000e+01
2.113499002992124953e-01,8.500000000000000000e+01
2.161431514606296789e-01,9.000000000000000000e+01
2.222916239248543813e-01,9.500000000000000000e+01
2.286669760426638387e-01,1.000000000000000000e+02
2.327808500760458754e-01,1.050000000000000000e+02
2.344687604528006841e-01,1.100000000000000000e+02
2.338468283790209878e-01,1.150000000000000000e+02
2.311829767417878101e-01,1.200000000000000000e+02
2.268855364242768347e-01,1.250000000000000000e+02
2.214722740419776681e-01,1.300000000000000000e+02
2.162771830595336953e-01,1.350000000000000000e+02
2.125021054511966045e-01,1.400000000000000000e+02
2.102946450173396320e-01,1.450000000000000000e+02
2.097500081442674746e-01,1.500000000000000000e+02
2.101286566710334480e-01,1.550000000000000000e+02
2.197873683538972556e-01,1.600000000000000000e+02
2.268686835713796535e-01,1.650000000000000000e+02
2.248405908828343125e-01,1.700000000000000000e+02
2.180582179274873911e-01,1.750000000000000000e+02
2.098427149263552283e-01,1.800000000000000000e+02
2.006894463237742787e-01,1.850000000000000000e+02
1.909010225961363938e-01,1.900000000000000000e+02
1.807562506696017424e-01,1.950000000000000000e+02
1.705162212812947053e-01,2.000000000000000000e+02
1.604362461085027114e-01,2.050000000000000000e+02
1.507669570730724995e-01,2.100000000000000000e+02
1.417535874839138121e-01,2.150000000000000000e+02
1.336148017371383001e-01,2.200000000000000000e+02
1.269369424985346551e-01,2.250000000000000000e+02
