-8.468878709381451042e-01,-1.847978122065979112e-01,4.985851938866386890e-02
-8.710738925982044467e-01,-1.957652215874760571e-01,4.110682498344815639e-02
-8.947434366252912108e-01,-2.062625146183292291e-01,3.222079278976893585e-02
-9.178475570718551690e-01,-2.162694772552202216e-01,2.322531019653368417e-02
-9.403390160384521579e-01,-2.257680644828375383e-01,1.414638070566456851e-02
-9.621718551993464486e-01,-2.347425311249367041e-01,5.011060093677283285e-03
-9.833013618125654443e-01,-2.431794944414213677e-01,-4.152677955038252926e-03
-1.003685023709015356e+00,-2.510680201770772446e-01,-1.331606025700693245e-02
-1.023281750205339069e+00,-2.583996539896453171e-01,-2.244966644126951405e-02
-1.042052699375476621e+00,-2.651684749769754879e-01,-3.152353996575157219e-02
-1.059961364242714366e+00,-2.713711539863816746e-01,-4.050738403371158258e-02
-1.076973293449372981e+00,-2.770069441579557368e-01,-4.937069957262258529e-02
-1.093056384271210435e+00,-2.820776894938031853e-01,-5.808301718107965889e-02
-1.108181014655349683e+00,-2.865878096832283894e-01,-6.661406110347450893e-02
-1.122320133060849878e+00,-2.905442735132337528e-01,-7.493394558492880164e-02
-1.135449325103671026e+00,-2.939565419349969844e-01,-8.301339337495819426e-02
-1.147546760220617967e+00,-2.968365251707354990e-01,-9.082392068041210409e-02
-1.158593172568006091e+00,-2.991985145583864192e-01,-9.833806691697044577e-02
-1.168572067291135719e+00,-3.010590678207615833e-01,-1.055295879087363581e-01
-1.177469579657212773e+00,-3.024369133170094481e-01,-1.123736705874887054e-01
-1.185274465525612886e+00,-3.033528379497352767e-01,-1.188471225198070441e-01
-1.191978096038967871e+00,-3.038295562404330630e-01,-1.249285720054066906e-01
-1.197574536642504128e+00,-3.038915517332240190e-01,-1.305986501145049161e-01
-1.202060272075903269e+00,-3.035649348482978294e-01,-1.358401549286523402e-01
-1.205434298712277030e+00,-3.028772665896691807e-01,-1.406382203989780533e-01
-1.207697964255856071e+00,-3.018573837144705729e-01,-1.449804600242868002e-01
-1.208855043998996237e+00,-3.005352175921294222e-01,-1.488570894102638209e-01
-1.208911439346113559e+00,-2.989416098324957916e-01,-1.522610415707601750e-01
-1.207875255991659458e+00,-2.967324937876714697e-01,-1.553212226728505896e-01
-1.205756592823838069e+00,-2.945469785044969036e-01,-1.577597123263519141e-01
-1.202567480502079400e+00,-2.924212427742051701e-01,-1.596236383381471613e-01
-1.198321752495740800e+00,-2.903886520917932645e-01,-1.609575471081480247e-01
-1.204679458583889584e+00,-2.912799065369924278e-01,-1.685747262805498137e-01
-1.209781824446025666e+00,-2.915125509658028080e-01,-1.751551428969082835e-01
-1.213637790427801288e+00,-2.911805058176748506e-01,-1.806919114598738718e-01
-1.216258840561775356e+00,-2.903805498861331547e-01,-1.851857885198890663e-01
-1.217658628779082708e+00,-2.892116111794846844e-01,-1.886454350583203210e-01
-1.217852798449186036e+00,-2.877740373788139072e-01,-1.910876365697313228e-01
-1.216858825437858060e+00,-2.861688713677987272e-01,-1.925374326806369163e-01
-1.214695493585257413e+00,-2.844970534387003536e-01,-1.930281867779482796e-01
-1.211382996383175925e+00,-2.828587143414194038e-01,-1.926015588405036727e-01
-1.206942425252185203e+00,-2.813524490188469285e-01,-1.913074277883331786e-01
-1.201395505903950500e+00,-2.800745919823496854e-01,-1.892036961133352346e-01
-1.194764619603190248e+00,-2.791185306633198193e-01,-1.863560426693219307e-01
-1.187072535809510221e+00,-2.785740188510248405e-01,-1.828375520214483851e-01
-1.178342158282620566e+00,-2.785265345937386616e-01,-1.787282932902261312e-01
-1.168596401410709085e+00,-2.790566929049937972e-01,-1.741148054897258823e-01
-1.157858085152855931e+00,-2.802397518151305555e-01,-1.690894897483840864e-01
-1.146149926125258567e+00,-2.821450562918978444e-01,-1.637499650335434709e-01
-1.133494457967004765e+00,-2.848356057426766341e-01,-1.581983091014435017e-01
-1.119913859028348169e+00,-2.883676656523557202e-01,-1.525402669415818202e-01
-1.105430089283468309e+00,-2.927904794770891383e-01,-1.468843817914601280e-01
-1.090064929102789293e+00,-2.981460339930759873e-01,-1.413411025956956835e-01
-1.073839947838242770e+00,-3.044687713414465091e-01,-1.360218202208204608e-01
-1.056776507200256399e+00,-3.117855678332726033e-01,-1.310378919263474051e-01
-1.038896119960854403e+00,-3.201156333706667856e-01,-1.264996418890432794e-01
-1.020220336189007204e+00,-3.294704959645731179e-01,-1.225153435750801906e-01
-1.000770998013139179e+00,-3.398540995752836746e-01,-1.191901750416161365e-01
-9.805702549594551565e-01,-3.512629413931165345e-01,-1.166252350408048810e-01
-9.596409369720078075e-01,-3.636862466836840446e-01,-1.149165174962029634e-01
-9.380065776156718549e-01,-3.771061892786402581e-01,-1.141539615104592703e-01
-9.156916682502543869e-01,-3.914982161967071050e-01,-1.144205240830644815e-01
-8.927217860591615262e-01,-4.068313946129859526e-01,-1.157912953855647215e-01
-8.691238378666753528e-01,-4.230687084125954178e-01,-1.183326594837188633e-01
-8.449260556927604693e-01,-4.401675288102585570e-01,-1.221015037529483982e-01
-8.201584055323120070e-01,-4.580800018874148782e-01,-1.271445410735494719e-01
-7.948524980263971251e-01,-4.767535234297858859e-01,-1.334976968294532551e-01
-7.690418446078488568e-01,-4.961312172524569020e-01,-1.411856013800729115e-01
-7.427619722026880256e-01,-5.161523474058083982e-01,-1.502210877038734627e-01
-7.160504647304245518e-01,-5.367528014738744968e-01,-1.606048849864064876e-01
-6.889469984135352387e-01,-5.578655194648771687e-01,-1.723253650284939376e-01
-6.614934796482310198e-01,-5.794210508384662894e-01,-1.853584103770986313e-01
-6.337338827336671532e-01,-6.013478685554644043e-01,-1.996673281039560155e-01
-6.057143500379880141e-01,-6.235728248312180089e-01,-2.152029746512848229e-01
-5.774831490748598695e-01,-6.460214788365736815e-01,-2.319038499943156251e-01
-5.490904759826313875e-01,-6.686184052253866250e-01,-2.496964390277339463e-01
-5.205883591380389142e-01,-6.912875797867078509e-01,-2.684955497825893822e-01
-4.920305661665779207e-01,-7.139526974152169414e-01,-2.882047783714152822e-01
-4.634723960818558641e-01,-7.365373665276097048e-01,-3.087170432937729192e-01
-4.349704387075434275e-01,-7.589651875522462898e-01,-3.299152957446044310e-01
-4.065822958737753123e-01,-7.811600641756705210e-01,-3.516732117272686753e-01
-3.783663659550625114e-01,-8.030463069609012905e-01,-3.738560239319697054e-01
-3.503815872003847032e-01,-8.245487191888134504e-01,-3.963214287760704613e-01
-3.226870599050294941e-01,-8.455926417478093482e-01,-4.189205097017860702e-01
-2.953417015069472740e-01,-8.661039438893145537e-01,-4.414987155234115779e-01
-2.684039736227603057e-01,-8.860091744329854357e-01,-4.638969481174939902e-01
-2.419315126480494904e-01,-9.052354137229927655e-01,-4.859526852889333171e-01
-2.159806587716582293e-01,-9.237103120545431256e-01,-5.075010740718478575e-01
-1.906062130200450455e-01,-9.413621000371105163e-01,-5.283760751516789478e-01
-1.658610100637111784e-01,-9.581195861845110961e-01,-5.484116810458772306e-01
-1.417955659658497736e-01,-9.739120890147154874e-01,-5.674430478052017168e-01
-1.184576808489118116e-01,-9.886694117463339371e-01,-5.853077115176479328e-01
-9.589209204018409038e-02,-1.002321976139448845e+00,-6.018467306827766095e-01
-7.414015147717657739e-02,-1.014800776887506251e+00,-6.169058097338468993e-01
-5.323950625458698238e-02,-1.026037387309143956e+00,-6.303364206584705087e-01
-3.322374289941318337e-02,-1.035964243367253790e+00,-6.419969039459516580e-01
-1.412218257738538651e-02,-1.044514655861841890e+00,-6.517535632336948215e-01
4.040506797560173419e-03,-1.051623045112931365e+00,-6.594816193304680052e-01
2.124441568850023165e-02,-1.057225145448548176e+00,-6.650661616071847915e-01
3.747470188638479804e-02,-1.061258211156542064e+00,-6.684029591797595593e-01
5.272173062305444274e-02,-1.063661456724798837e+00,-6.693994283115997090e-01
6.698121724749761530e-02,-1.064376347598605443e+00,-6.679752652868289342e-01
8.025438356995459599e-02,-1.063347016810363144e+00,-6.640631599562122345e-01
9.254801896883510515e-02,-1.060520630555535471e+00,-6.576092967394733257e-01
1.038745307490187009e-01,-1.055847988902947954e+00,-6.485740138919220410e-01
1.142519719188853922e-01,-1.049283899507759799e+00,-6.369320530676372272e-01
1.237040159061791045e-01,-1.040787789904558780e+00,-6.226729931709245047e-01
1.322599266860595701e-01,-1.030324319590907534e+00,-6.058013676153416460e-01
1.399544518772222190e-01,-1.017863822471800184e+00,-5.863368149484062819e-01
1.468276996266360546e-01,-1.003382812347732633e+00,-5.643141659696255807e-01
1.529250121488345826e-01,-9.868645948408911739e-01,-5.397833713811428513e-01
1.582967505091170957e-01,-9.682998921753170896e-01,-5.128092197082254611e-01
1.629981005416705764e-01,-9.476871973793443704e-01,-4.834711562631962556e-01
1.670888033602246359e-01,-9.250332879715954526e-01,-4.518628898126628157e-01
1.706328830673212171e-01,-9.003536646360202900e-01,-4.180918345777729916e-01
1.736983424388024722e-01,-8.736728473848117682e-01,-3.822786534508341716e-01
1.763568267174793480e-01,-8.450246942256098848e-01,-3.445566135532693863e-01
1.786832432610550581e-01,-8.144526315890021628e-01,-3.050708109335170115e-01
1.807553923941168095e-01,-7.820097967901579183e-01,-2.639772593699316050e-01
1.826535496900465461e-01,-7.477590781124179298e-01,-2.214420752235319312e-01
1.844600235519581743e-01,-7.117731301730911841e-01,-1.776404784809337556e-01
1.862587073319180719e-01,-6.741340350340339072e-01,-1.327557310393432666e-01
