2.610471235652709332e-01,0.000000000000000000e+00
2.588857850018649875e-01,5.000000000000000000e+00
2.544054315300743885e-01,1.000000000000000000e+01
2.489241772337796033e-01,1.500000000000000000e+01
2.433050057835248470e-01,2.000000000000000000e+01
2.329946909656997467e-01,2.500000000000000000e+01
2.259402010164729135e-01,3.000000000000000000e+01
2.239001861187729925e-01,3.500000000000000000e+01
2.274879109443509462e-01,4.000000000000000000e+01
2.358155749984848504e-01,4.500000000000000000e+01
2.459633029065264320e-01,5.000000000000000000e+01
2.584233270963389173e-01,5.500000000000000000e+01
2.739521779587019701e-01,6.000000000000000000e+01
2.926794860963285450e-01,6.500000000000000000e+01
3.131083188777033510e-01,7.000000000000000000e+01
3.321331550735420191e-01,7.500000000000000000e+01
3.477304049546390274e-01,8.000000000000000000e+01
3.677845101870442224e-01,8.500000000000000000e+01
3.167694742497786375e-01,9.000000000000000000e+01
2.796094607186999648e-01,9.500000000000000000e+01
2.697540341434108702e-01,1.000000000000000000e+02
2.658488048453884200e-01,1.050000000000000000e+02
2.604017525802757582e-01,1.100000000000000000e+02
2.525363848836143510e-01,1.150000000000000000e+02
2.414868415391612233e-01,1.200000000000000000e+02
2.266939028346739438e-01,1.250000000000000000e+02
2.079059633509818539e-01,1.300000000000000000e+02
1.852615192691849377e-01,1.350000000000000000e+02
1.624459048403042449e-01,1.400000000000000000e+02
1.463869606172990279e-01,1.450000000000000000e+02
1.377753464425248986e-01,1.500000000000000000e+02
1.362988504354202546e-01,1.550000000000000000e+02
1.409452720831627648e-01,1.600000000000000000e+02
1.502772668721783222e-01,1.650000000000000000e+02
1.627475307158009754e-01,1.700000000000000000e+02
1.769576292192035494e-01,1.750000000000000000e+02
1.918367284870434730e-01,1.800000000000000000e+02
2.060908569885447905e-01,1.850000000000000000e+02
2.194524677682993252e-01,1.900000000000000000e+02
2.323281060758470573e-01,1.950000000000000000e+02
2.457185802883375680e-01,2.000000000000000000e+02
2.602071444050993443e-01,2.050000000000000000e+02
2.669541435048898292e-01,2.100000000000000000e+02
2.719621880146040338e-01,2.150000000000000000e+02
2.756786535243246905e-01,2.200000000000000000e+02
2.788183132812306342e-01,2.250000000000000000e+02
2.819624540798916223e-01,2.300000000000000000e+02
2.811342784525626137e-01,2.350000000000000000e+02
2.724901465996591443e-01,2.400000000000000000e+02
2.647263492407497809e-01,2.450000000000000000e+02
2.368638666935940773e-01,2.500000000000000000e+02
1.951138225002471693e-01,2.550000000000000000e+02
1.645827834574307702e-01,2.600000000000000000e+02
1.577751137687685989e-01,2.650000000000000000e+02
1.603059094337131729e-01,2.700000000000000000e+02
1.682661148911118454e-01,2.750000000000000000e+02
1.806390158255389566e-01,2.800000000000000000e+02
1.941446534554517045e-01,2.850000000000000000e+02
2.071482454794569827e-01,2.900000000000000000e+02
2.182712096092058462e-01,2.950000000000000000e+02
2.265027877840709025e-01,3.000000000000000000e+02
2.313309616499526211e-01,3.050000000000000000e+02
2.327350251800178738e-01,3.100000000000000000e+02
2.310664653832334436e-01,3.150000000000000000e+02
2.268766941290490391e-01,3.200000000000000000e+02
2.207578363232201024e-01,3.250000000000000000e+02
2.132453047890968401e-01,3.300000000000000000e+02
2.049201266035438063e-01,3.350000000000000000e+02
2.014025346588594612e-01,3.400000000000000000e+02
2.058755313149865374e-01,3.450000000000000000e+02
2.207946430639108060e-01,3.500000000000000000e+02
2.453587500401975541e-01,3.550000000000000000e+02
2.677821270356275374e-01,3.600000000000000000e+02
2.835124793210523353e-01,3.650000000000000000e+02
2.995657149355401283e-01,3.700000000000000000e+02
3.167143218022956397e-01,3.750000000000000000e+02
3.391839612094745271e-01,3.800000000000000000e+02
3.933350717427243071e-01,3.850000000000000000e+02
4.819015457482245246e-01,3.900000000000000000e+02
5.008086258675668034e-01,3.950000000000000000e+02
5.003135270114895672e-01,4.000000000000000000e+02
4.951495595228810331e-01,4.050000000000000000e+02
4.858940510142540914e-01,4.100000000000000000e+02
4.732930067866690793e-01,4.150000000000000000e+02
4.142561144961356412e-01,4.200000000000000000e+02
3.481730964718843802e-01,4.250000000000000000e+02
2.969747409320295239e-01,4.300000000000000000e+02
2.685506581833853046e-01,4.350000000000000000e+02
2.536717167600343048e-01,4.400000000000000000e+02
2.456377905793489247e-01,4.450000000000000000e+02
2.390500048587454740e-01,4.500000000000000000e+02
2.328912678287602400e-01,4.550000000000000000e+02
2.264755735253163871e-01,4.600000000000000000e+02
2.193631271530378235e-01,4.650000000000000000e+02
2.113717884137858161e-01,4.700000000000000000e+02
2.033647532295542737e-01,4.750000000000000000e+02
1.956324797490040235e-01,4.800000000000000000e+02
1.882490735604253063e-01,4.850000000000000000e+02
1.814204149385992282e-01,4.900000000000000000e+02
1.755072390129928106e-01,4.950000000000000000e+02
1.709513254437787788e-01,5.000000000000000000e+02
1.681744805333424964e-01,5.050000000000000000e+02
1.678310902856322007e-01,5.100000000000000000e+02
1.737781185746176127e-01,5.150000000000000000e+02
1.900017492042872236e-01,5.200000000000000000e+02
1.906055236715110124e-01,5.250000000000000000e+02
1.888967792787498157e-01,5.300000000000000000e+02
1.853934430068923112e-01,5.350000000000000000e+02
1.806202859989089193e-01,5.400000000000000000e+02
1.749071139807057140e-01,5.450000000000000000e+02
1.684307137753212613e-01,5.500000000000000000e+02
1.613444389219804986e-01,5.550000000000000000e+02
1.538593113279521085e-01,5.600000000000000000e+02
1.487568174121143005e-01,5.650000000000000000e+02
