-3.753647579899593301e-01,1.920695784099688108e+00,6.854608454028163766e-01,-2.617957154559996114e-01,3.916741457950393968e-01
-3.803343703587512836e-01,2.691133326154800720e+00,7.807142118076971782e-01,-2.696750439302511571e-01,3.608363520874836583e-01
-3.851439952066164074e-01,3.451671670719524521e+00,8.695680238876646317e-01,-2.764244687019768443e-01,3.310784811167684083e-01
-3.896336450126275941e-01,4.198611117721691599e+00,9.506823749559404346e-01,-2.818040102237374667e-01,3.025705207211000225e-01
-3.936633306959739786e-01,4.928351958982978509e+00,1.022807352058439534e+00,-2.855336923568541074e-01,2.754324623156829133e-01
-3.970730647357286203e-01,5.637594462006588536e+00,1.084833032491934413e+00,-2.874135321451272707e-01,2.497842973157216595e-01
-3.997228580510803764e-01,6.322938902401883610e+00,1.135729487982259922e+00,-2.872335474845478798e-01,2.257060199980192583e-01
-4.014827207812762255e-01,6.981385523353593747e+00,1.174726772149700560e+00,-2.848437511579664516e-01,2.032676253547782419e-01
-4.022226630655632018e-01,7.609934568046448078e+00,1.201024940703641075e+00,-2.801241533916635218e-01,1.824791126705991862e-01
-4.018426927033618146e-01,8.205886255346706903e+00,1.214224021498774508e+00,-2.730147592987792193e-01,1.633804790838833121e-01
-4.002428174940927952e-01,8.766840779802144823e+00,1.213924042389793900e+00,-2.634555739924535622e-01,1.459317274562293987e-01
-3.973630421174085825e-01,9.290598319748243128e+00,1.200025010340372900e+00,-2.514765949161167913e-01,1.301128592184365440e-01
-3.931333720329035497e-01,9.775059045414307590e+00,1.172626918386838524e+00,-2.371278178088185584e-01,1.158548793067622068e-01
-3.875238095804041105e-01,1.021872307839270455e+01,1.131829759565516680e+00,-2.204992350008485036e-01,1.030727938021031437e-01
-3.805043570997361790e-01,1.062069049163885204e+01,1.078133499058041345e+00,-2.017308345615462517e-01,9.166760978691568251e-02
-3.720750145908999773e-01,1.097866147159437133e+01,1.012108097171475096e+00,-1.810126002993008854e-01,8.152033577445540191e-02
-3.622457812739535710e-01,1.129263601825927665e+01,9.345135009819015570e-01,-1.585445151703119282e-01,7.249998113645730879e-02
-3.510466548090702132e-01,1.156261413163355201e+01,8.462796457271600792e-01,-1.345665587220183923e-01,6.446155624621605074e-02
-3.385176320764822777e-01,1.178759589277878206e+01,7.484464589850483573e-01,-1.093787053887191607e-01,5.725407190626591314e-02
-3.247087091764788713e-01,1.196758130169496859e+01,6.422238564951212592e-01,-8.324893233172141194e-02,5.071853949146097607e-02
-3.096898806494660095e-01,1.210457019625895114e+01,5.288917491223603662e-01,-5.650821134353481434e-02,4.469397051973517804e-02
-2.935311410358488748e-01,1.219856257647073683e+01,4.098500393753410909e-01,-2.948451447232627518e-02,3.902237629440261785e-02
-2.763224833161488370e-01,1.224955844233032209e+01,2.865486262808014106e-01,-2.514243047866349546e-03,3.354476819031732698e-02
-2.581439012508295328e-01,1.225955763171455715e+01,1.604974046872754967e-01,2.405892222046866064e-02,2.811205687408772566e-02
-2.391153854805860013e-01,1.223155990143870397e+01,3.321686870514834605e-02,4.989272050229151545e-02,2.258295245431050230e-02
-2.193169297658817407e-01,1.216456533256434902e+01,-9.373489017353642261e-02,7.465361022410522962e-02,1.682776420971880682e-02
-1.988585255273541130e-01,1.206257360084517671e+01,-2.188561765292233452e-01,9.801361933774298263e-02,1.073070042464029615e-02
-1.778401649655823868e-01,1.192758454415803904e+01,-3.406476947752288265e-01,1.196717734941249028e-01,4.191868245917228925e-03
-1.563718395012035633e-01,1.176059808144135310e+01,-4.576795444920799816e-01,1.393300980885139873e-01,-2.872626324247537326e-03
-1.345635405548551711e-01,1.156561388844882288e+01,-5.686118189929985078e-01,1.567186161300412883e-01,-1.052507882891433669e-02
-1.124952618870005139e-01,1.134463180305728081e+01,-6.721946053238990748e-01,1.715973480712676413e-01,-1.881148597724489197e-02
-9.028399437231747482e-02,1.110065158208201019e+01,-7.672879828706572480e-01,1.837663109559937169e-01,-2.775584605228012189e-02
-6.801473138129843221e-02,1.083567306339984881e+01,-8.528820219663717506e-01,1.930255218280204355e-01,-3.736115883940011734e-02
-4.577846581647055518e-02,1.055269600382607287e+01,-9.280967838913679602e-01,1.992449917658179748e-01,-4.761242541170431636e-02
-2.365719128230887869e-02,1.025472016017593901e+01,-9.922223180877254300e-01,2.023047309956668705e-01,-5.847464827309140079e-02
-1.730001609471667253e-03,9.943745370326309896e+00,-1.044718662159279665e+00,2.021247463350876183e-01,-6.989383128671937395e-02
1.993340863823731685e-02,9.623571326243187229e+00,-1.085115848835294328e+00,1.986750403406500609e-01,-8.180197931730566474e-02
4.126774455383978163e-02,9.296197865803417670e+00,-1.113313885079443510e+00,1.919556130123542537e-01,-9.410109937576664751e-02
6.221511065320028955e-02,8.964324770140738252e+00,-1.129112784819073179e+00,1.819964617936301043e-01,-1.067101972568392093e-01
8.272651075803499898e-02,8.630251852813531244e+00,-1.132712534126836701e+00,1.688775798669574502e-01,-1.194992822607185562e-01
