68.62&62.56&66.47&60.55&64.71&50.85&76.92&76.85&76.56&72.97
55.33&72.67&65.22&62.87&78.0&69.77&68.87&81.31&67.29&76.62
61.76&61.73&79.96&67.35&58.61&14.69&62.87&62.81&62.19&60.61
59.66&49.37&71.57&69.77&87.09&33.37&69.9&92.45&72.96&105.37
21.51&75.3&73.79&77.0&78.12&30.51&58.52&70.77&69.04&90.72
27.37&66.07&68.54&67.42&62.62&64.36&64.02&73.67&70.48&92.36
69.7&75.68&73.24&42.77&73.14&48.83&34.52&78.34&65.83&87.26
37.38&32.26&71.88&60.07&98.06&81.99&73.02&97.08&56.38&98.1
59.52&59.72&84.93&73.17&53.18&62.38&73.03&65.48&65.8&57.2
84.99&67.91&68.9&59.35&55.07&73.54&75.3&61.73&61.29&72.03
56.38&58.08&69.23&56.83&64.17&64.81&51.67&74.14&28.41&70.44
54.6&58.88&62.11&60.91&54.49&65.08&61.29&73.67&71.36&58.82
69.23&73.92&76.22&66.8&65.97&73.85&70.66&97.56&81.08&65.97
41.3&67.48&67.69&66.0&64.52&19.06&56.92&53.68&14.63&95.88
68.32&35.8&86.42&64.39&66.84&39.22&79.11&81.33&59.25&86.35
48.53&64.02&73.53&56.8&82.67&64.15&75.99&90.81&72.51&90.05
63.13&16.91&88.85&26.64&78.27&71.58&58.65&67.25&65.22&71.91
